Gender,Seniorcitizen,Partner,Dependents,Tenure,Phoneservice,Multiplelines,Internetservice,Onlinesecurity,Onlinebackup,Deviceprotection,Techsupport,Streamingtv,Streamingmovies,Contract,Paperlessbilling,Paymentmethod,Monthlycharges,Totalcharges,Churn,Churn_Numeric,Num_Internet_Services
Male,0,No,Yes,68,Yes,Yes,Dsl,No,Yes,No,No,Yes,No,Month-To-Month,No,Credit Card (Automatic),21.75,7.210434332439826,Yes,1.0,2
Female,0,No,Yes,54,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Month-To-Month,No,Electronic Check,116.05,8.464686529617143,No,0.0,4
Male,0,No,Yes,68,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Month-To-Month,No,Bank Transfer (Automatic),46.11,6.724373159990861,Yes,1.0,2
Male,0,No,No,71,Yes,Yes,Dsl,Yes,No,No,Yes,No,Yes,Month-To-Month,No,Electronic Check,81.16,7.285671031225059,Yes,1.0,3
Female,0,Yes,Yes,0,Yes,Yes,Dsl,Yes,Yes,No,No,Yes,No,One Year,No,Credit Card (Automatic),44.78,7.942184538873334,Yes,1.0,3
Female,0,Yes,Yes,11,Yes,No,Fiber Optic,No,Yes,Yes,Yes,No,No,Month-To-Month,No,Mailed Check,112.66,8.31048385556545,Yes,1.0,3
Male,1,No,Yes,34,Yes,No,Dsl,Yes,No,No,No,Yes,Yes,Month-To-Month,No,Mailed Check,24.52,7.3516587429998985,Yes,1.0,3
Male,0,Yes,Yes,32,Yes,No,Fiber Optic,No,No,No,No,Yes,No,One Year,Yes,Mailed Check,69.41,8.142560831017944,No,0.0,1
Female,0,Yes,No,24,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),52.68,7.46963706902303,Yes,1.0,2
Female,1,Yes,Yes,15,Yes,No,Dsl,Yes,No,Yes,No,Yes,No,One Year,Yes,Credit Card (Automatic),56.57,8.238671699102714,No,0.0,3
Female,1,Yes,No,7,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,Month-To-Month,No,Credit Card (Automatic),30.1,5.461456103925217,Yes,1.0,3
Male,0,No,Yes,34,Yes,Yes,Dsl,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Electronic Check,59.21,7.919552535020165,Yes,1.0,5
Male,0,Yes,No,45,Yes,No,Fiber Optic,Yes,No,Yes,No,No,Yes,Two Year,Yes,Mailed Check,93.35,8.798383739441453,No,0.0,3
Male,0,No,No,10,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,Two Year,Yes,Mailed Check,88.39,8.690179644732511,Yes,1.0,3
Male,0,Yes,No,60,Yes,Yes,Dsl,Yes,Yes,Yes,No,Yes,Yes,One Year,No,Electronic Check,111.88,8.149442855408816,No,0.0,5
Male,0,Yes,No,43,Yes,Yes,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),25.94,6.100296530244035,No,0.0,0
Male,0,No,Yes,10,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-To-Month,No,Bank Transfer (Automatic),110.32,7.444967689171322,Yes,1.0,3
Female,0,No,Yes,10,Yes,No,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Month-To-Month,No,Credit Card (Automatic),65.13,5.986602747691075,Yes,1.0,4
Male,0,Yes,No,21,Yes,Yes,Dsl,Yes,No,No,Yes,Yes,No,Month-To-Month,Yes,Bank Transfer (Automatic),62.05,8.37183672885575,No,0.0,3
Male,0,Yes,No,61,Yes,No,Dsl,No,Yes,Yes,No,No,Yes,Two Year,No,Electronic Check,63.05,8.096238740411941,No,0.0,3
Male,0,No,No,47,Yes,No,Dsl,No,Yes,No,Yes,Yes,Yes,Month-To-Month,No,Credit Card (Automatic),89.48,7.843821186795295,Yes,1.0,4
Female,0,Yes,Yes,62,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Electronic Check,64.79,7.819073669229734,No,0.0,4
Male,0,Yes,No,50,Yes,No,Dsl,No,Yes,No,No,No,Yes,Two Year,Yes,Mailed Check,117.77,8.327349010502953,No,0.0,2
Male,0,No,No,44,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-To-Month,No,Mailed Check,88.03,7.597080163868341,Yes,1.0,5
Female,0,Yes,Yes,32,No,No,Dsl,No,Yes,No,Yes,No,Yes,Month-To-Month,Yes,Electronic Check,80.58,7.658926054560391,Yes,1.0,3
Male,0,Yes,Yes,59,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,35.75,7.462226427352982,Yes,1.0,2
Male,1,Yes,Yes,1,Yes,No,Dsl,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,43.79,6.696750256727591,Yes,1.0,2
Male,0,Yes,Yes,12,Yes,Yes,Dsl,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Transfer (Automatic),88.06,4.598850257243272,No,0.0,3
Male,0,Yes,Yes,65,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,One Year,Yes,Mailed Check,57.84,8.27597731496928,No,0.0,4
Male,0,No,Yes,56,No,No,Dsl,No,No,No,No,No,No,Two Year,Yes,Mailed Check,96.68,5.913854295280189,No,0.0,0
Female,0,Yes,No,42,No,Yes,Dsl,No,No,No,No,Yes,No,Two Year,No,Electronic Check,62.86,7.7660057965798845,No,0.0,1
Female,0,No,No,44,No,Yes,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),107.18,8.454768700807318,No,0.0,3
Female,0,No,Yes,30,No,Yes,Dsl,Yes,No,No,Yes,No,No,Month-To-Month,Yes,Credit Card (Automatic),79.61,6.822295425030647,No,0.0,2
Male,0,Yes,No,9,Yes,No,Dsl,Yes,Yes,No,No,No,Yes,Month-To-Month,Yes,Mailed Check,104.43,7.6589402088754515,Yes,1.0,3
Male,0,No,Yes,22,Yes,Yes,Dsl,No,Yes,No,Yes,No,Yes,One Year,No,Credit Card (Automatic),108.09,8.121988267141948,No,0.0,3
Male,0,Yes,No,28,Yes,Yes,No,No,Yes,No,Yes,No,Yes,One Year,Yes,Bank Transfer (Automatic),52.92,6.07115334600935,Yes,1.0,3
Female,0,No,Yes,30,Yes,Yes,Dsl,No,Yes,Yes,No,No,Yes,Month-To-Month,Yes,Credit Card (Automatic),59.31,7.441906728051625,No,0.0,3
Male,0,No,Yes,17,Yes,No,Dsl,No,Yes,No,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,92.4,8.79979890091247,No,0.0,4
Male,1,No,No,10,Yes,No,Dsl,No,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Mailed Check,32.27,7.698963397992984,No,0.0,3
Female,0,Yes,No,46,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,One Year,No,Electronic Check,34.41,6.9139261996258,No,0.0,4
Male,0,No,Yes,2,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,One Year,No,Bank Transfer (Automatic),102.17,8.7806799026277,No,0.0,3
Female,0,No,Yes,1,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-To-Month,Yes,Credit Card (Automatic),21.29,6.75061012017455,No,0.0,3
Female,0,No,Yes,53,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,23.76,7.4271322356578855,Yes,1.0,3
Female,0,Yes,Yes,71,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,One Year,Yes,Electronic Check,77.56,8.101826221280273,No,0.0,2
Male,0,Yes,Yes,30,Yes,No,No,Yes,No,Yes,Yes,No,No,Month-To-Month,No,Credit Card (Automatic),116.29,6.687806618564446,Yes,1.0,3
Male,0,No,Yes,7,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Electronic Check,113.27,8.548790690800836,No,0.0,4
Male,0,No,No,42,Yes,Yes,Dsl,No,Yes,No,Yes,Yes,No,Two Year,Yes,Electronic Check,64.1,7.476670549522729,No,0.0,3
Male,0,No,No,47,Yes,No,Dsl,No,Yes,No,No,No,No,Month-To-Month,Yes,Mailed Check,99.91,8.556679253976636,No,0.0,1
Male,0,No,No,1,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),89.65,7.787664144362058,Yes,1.0,0
Male,0,Yes,No,21,Yes,Yes,Dsl,No,No,Yes,No,No,Yes,Month-To-Month,Yes,Electronic Check,100.36,7.8135107089409095,Yes,1.0,2
Male,0,Yes,No,4,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,44.27,7.665912744381657,Yes,1.0,4
Female,0,Yes,Yes,6,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Month-To-Month,No,Bank Transfer (Automatic),52.66,6.049969276480545,Yes,1.0,4
Male,0,No,Yes,19,Yes,Yes,Dsl,No,No,No,No,No,Yes,One Year,No,Electronic Check,97.69,7.208370851970792,Yes,1.0,1
Female,0,Yes,No,1,No,Yes,Fiber Optic,Yes,No,No,No,No,Yes,One Year,No,Electronic Check,47.34,7.261316379939879,No,0.0,2
Male,0,No,Yes,31,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,Two Year,No,Electronic Check,95.79,5.186323789587112,No,0.0,2
Male,0,No,No,2,No,Yes,Dsl,Yes,No,Yes,No,Yes,No,Month-To-Month,No,Bank Transfer (Automatic),95.27,7.24397748434814,Yes,1.0,3
Male,0,No,No,40,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-To-Month,No,Mailed Check,96.45,8.274650181522418,No,0.0,1
Female,1,Yes,Yes,41,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Mailed Check,63.65,8.118457390646041,Yes,1.0,4
Female,0,No,Yes,44,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,One Year,Yes,Electronic Check,39.27,6.960461574613071,No,0.0,3
Female,0,Yes,No,70,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,One Year,Yes,Mailed Check,29.56,6.868473763980461,No,0.0,3
Female,0,No,No,16,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),39.4,6.920325936155989,Yes,1.0,4
Male,0,Yes,No,46,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Month-To-Month,No,Credit Card (Automatic),69.08,6.1746607213125975,No,0.0,1
Female,0,No,No,68,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,One Year,Yes,Mailed Check,46.1,8.047631064693919,No,0.0,1
Male,0,Yes,Yes,23,Yes,No,Dsl,Yes,No,No,No,No,Yes,Month-To-Month,Yes,Mailed Check,105.87,8.238164239166622,No,0.0,2
Male,0,No,No,70,Yes,Yes,Dsl,Yes,No,Yes,Yes,No,Yes,Month-To-Month,Yes,Electronic Check,93.33,6.806453183451812,Yes,1.0,4
Female,0,Yes,Yes,33,Yes,No,Fiber Optic,No,Yes,No,No,Yes,No,One Year,No,Bank Transfer (Automatic),94.06,8.699991301307392,No,0.0,2
Female,0,No,No,49,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Two Year,Yes,Mailed Check,49.6,7.427019199965257,No,0.0,3
Female,0,No,No,41,Yes,No,No,Yes,No,Yes,No,No,No,One Year,No,Electronic Check,67.01,7.825257276977207,No,0.0,2
Female,1,No,Yes,32,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,One Year,Yes,Electronic Check,83.41,8.43471552162715,No,0.0,2
Female,0,Yes,Yes,26,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,One Year,No,Credit Card (Automatic),64.44,7.713998975042619,No,0.0,3
Female,0,No,Yes,58,Yes,Yes,Dsl,Yes,No,Yes,Yes,No,Yes,Month-To-Month,No,Bank Transfer (Automatic),99.45,8.208064100397726,No,0.0,4
Female,0,No,Yes,18,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,No,One Year,Yes,Electronic Check,79.09,6.137165341279536,No,0.0,3
Female,0,No,Yes,2,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Month-To-Month,No,Credit Card (Automatic),79.75,7.951664959379212,Yes,1.0,2
Male,0,Yes,No,70,Yes,No,Dsl,No,Yes,No,No,No,No,One Year,No,Mailed Check,25.75,6.160173031727305,No,0.0,1
Female,0,No,No,24,Yes,No,Dsl,No,No,Yes,No,Yes,No,Two Year,Yes,Bank Transfer (Automatic),99.43,7.940776047859694,No,0.0,2
Female,0,No,No,14,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,Month-To-Month,No,Bank Transfer (Automatic),32.36,7.22347801158944,Yes,1.0,3
Male,0,Yes,Yes,59,Yes,Yes,Dsl,Yes,No,No,Yes,No,Yes,Month-To-Month,No,Electronic Check,40.05,5.3757412635128405,Yes,1.0,3
Female,0,No,Yes,22,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,One Year,No,Electronic Check,31.81,5.4525394723958245,No,0.0,2
Male,0,Yes,Yes,10,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Mailed Check,103.54,8.019681870961795,Yes,1.0,3
Male,0,No,No,58,Yes,No,Dsl,No,Yes,No,No,No,No,One Year,Yes,Electronic Check,108.44,8.545304344377268,No,0.0,1
Female,1,Yes,Yes,33,Yes,No,Dsl,No,No,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,117.74,8.700007959894643,Yes,1.0,1
Male,0,Yes,No,6,Yes,No,Fiber Optic,No,Yes,No,No,Yes,Yes,One Year,No,Electronic Check,36.56,7.822825266050455,Yes,1.0,3
Male,0,Yes,No,43,Yes,Yes,Dsl,Yes,Yes,No,No,Yes,No,Month-To-Month,Yes,Credit Card (Automatic),105.01,5.85947482264503,Yes,1.0,3
Male,0,No,No,63,Yes,Yes,Dsl,No,No,No,No,Yes,No,Month-To-Month,No,Electronic Check,78.18,7.301080327196133,Yes,1.0,1
Male,1,No,Yes,22,Yes,No,Dsl,No,Yes,Yes,No,No,Yes,Month-To-Month,Yes,Mailed Check,110.23,8.834636958146941,Yes,1.0,3
Female,0,Yes,No,57,Yes,No,Dsl,No,Yes,Yes,No,Yes,No,Month-To-Month,No,Bank Transfer (Automatic),49.23,6.8211729008684205,No,0.0,3
Male,0,No,No,19,No,No,Fiber Optic,No,No,Yes,No,No,Yes,Month-To-Month,Yes,Electronic Check,47.73,7.353037076460625,Yes,1.0,2
Female,0,No,No,26,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Month-To-Month,No,Electronic Check,100.55,8.450538299010706,Yes,1.0,5
Male,0,Yes,Yes,59,Yes,No,Dsl,Yes,Yes,No,Yes,Yes,Yes,Month-To-Month,Yes,Mailed Check,44.77,8.021912778985708,Yes,1.0,5
Male,0,Yes,No,7,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,One Year,No,Mailed Check,27.24,7.480388824189338,No,0.0,2
Male,0,Yes,Yes,66,Yes,No,Dsl,Yes,Yes,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,64.06,7.951580457692648,Yes,1.0,3
Male,1,Yes,Yes,1,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Month-To-Month,No,Electronic Check,80.48,8.282293304403426,No,0.0,5
Female,0,No,No,21,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),90.66,8.664842209745391,Yes,1.0,2
Female,0,No,No,69,Yes,No,Dsl,No,No,Yes,Yes,No,Yes,One Year,No,Electronic Check,34.13,7.3177501123766975,No,0.0,3
Male,0,No,Yes,35,Yes,Yes,Dsl,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Mailed Check,71.45,7.120023912144044,No,0.0,2
Male,0,No,No,23,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,One Year,No,Bank Transfer (Automatic),53.33,5.587847729857435,No,0.0,3
Female,1,No,Yes,11,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),64.89,7.9288959962157,Yes,1.0,1
Male,0,No,Yes,21,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Electronic Check,29.62,7.406516418647069,No,0.0,4
Male,0,Yes,Yes,22,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Month-To-Month,Yes,Mailed Check,94.02,8.472543045532372,Yes,1.0,5
Male,0,No,No,62,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-To-Month,No,Bank Transfer (Automatic),84.11,8.185890768250736,Yes,1.0,4
Female,0,No,Yes,29,Yes,Yes,Dsl,Yes,No,Yes,Yes,Yes,No,Month-To-Month,No,Electronic Check,73.08,7.864289277946129,Yes,1.0,4
Female,0,No,Yes,18,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),38.05,7.544009304635519,Yes,1.0,4
Female,0,Yes,No,25,Yes,No,Fiber Optic,No,Yes,No,No,Yes,No,One Year,No,Electronic Check,37.28,5.481263728110833,No,0.0,2
Male,0,Yes,No,10,Yes,No,Fiber Optic,No,No,Yes,No,No,Yes,Month-To-Month,Yes,Mailed Check,40.13,7.3435814564262865,Yes,1.0,2
Male,1,No,Yes,19,Yes,No,Dsl,No,Yes,Yes,No,Yes,No,Two Year,No,Credit Card (Automatic),98.78,7.330569025424914,No,0.0,3
Female,0,Yes,Yes,55,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Credit Card (Automatic),56.04,7.837270184753124,No,0.0,4
Female,1,Yes,Yes,44,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,Yes,Mailed Check,57.5,4.957093860501337,No,0.0,1
Female,0,No,No,67,No,No,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-To-Month,No,Electronic Check,55.53,8.1358507774282,No,0.0,3
Female,0,No,Yes,46,Yes,No,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,32.76,7.119522362993848,No,0.0,5
Male,0,No,Yes,57,Yes,No,Fiber Optic,No,No,Yes,No,No,Yes,Month-To-Month,Yes,Electronic Check,105.12,8.201591638966322,Yes,1.0,2
Female,0,Yes,No,9,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,Two Year,Yes,Mailed Check,76.89,8.534765883273064,No,0.0,3
Male,0,Yes,No,21,Yes,No,Dsl,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Bank Transfer (Automatic),119.49,7.716879420783055,No,0.0,4
Female,0,No,Yes,70,Yes,No,Fiber Optic,No,No,No,No,Yes,No,One Year,Yes,Electronic Check,71.73,7.106786449339039,No,0.0,1
Male,0,Yes,No,23,Yes,No,Fiber Optic,No,Yes,No,Yes,No,Yes,One Year,Yes,Electronic Check,88.92,5.176827468960327,Yes,1.0,3
Female,0,Yes,Yes,65,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,One Year,Yes,Electronic Check,100.99,6.406582912244285,No,0.0,1
Female,0,Yes,Yes,60,Yes,Yes,Dsl,Yes,No,No,No,Yes,Yes,Month-To-Month,No,Electronic Check,101.67,7.160659553897974,No,0.0,3
Female,0,No,No,6,Yes,Yes,Dsl,Yes,No,Yes,Yes,Yes,No,Month-To-Month,No,Mailed Check,63.83,7.66501745350468,Yes,1.0,4
Female,0,No,Yes,71,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Month-To-Month,Yes,Bank Transfer (Automatic),58.04,8.104528226431034,No,0.0,3
Male,0,No,Yes,37,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Month-To-Month,No,Bank Transfer (Automatic),34.78,6.04149204070763,Yes,1.0,4
Female,0,No,No,20,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,No,Month-To-Month,Yes,Mailed Check,96.94,7.299439194514032,Yes,1.0,3
Male,0,No,Yes,7,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,Two Year,No,Credit Card (Automatic),82.59,7.877893839640744,No,0.0,2
Male,1,Yes,No,27,Yes,Yes,Dsl,No,Yes,Yes,No,No,No,Two Year,Yes,Bank Transfer (Automatic),37.05,7.8503840981785595,No,0.0,2
Male,0,Yes,Yes,53,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),69.67,8.504729845584317,Yes,1.0,3
Male,0,Yes,No,30,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,One Year,No,Electronic Check,76.98,8.473329074329788,No,0.0,1
Female,0,Yes,No,40,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,106.51,5.043683148142456,No,0.0,2
Male,0,Yes,No,36,Yes,Yes,Dsl,No,No,Yes,Yes,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),28.6,7.1099284814786925,Yes,1.0,2
Male,0,Yes,No,37,Yes,Yes,No,Yes,No,No,No,No,Yes,Month-To-Month,No,Electronic Check,36.18,6.168270923213827,Yes,1.0,2
Male,0,No,No,50,No,Yes,Dsl,Yes,No,No,Yes,No,Yes,Month-To-Month,No,Electronic Check,73.39,8.436410376597628,Yes,1.0,3
Female,1,No,No,36,Yes,No,Dsl,No,Yes,No,No,Yes,No,Month-To-Month,No,Electronic Check,24.58,6.841465892640915,Yes,1.0,2
Female,0,Yes,Yes,30,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,One Year,Yes,Bank Transfer (Automatic),58.35,7.802740655028956,Yes,1.0,2
Female,0,No,Yes,61,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),21.58,6.437239518619645,No,0.0,3
Female,0,Yes,No,17,No,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,45.75,6.568386852448824,Yes,1.0,0
Male,0,Yes,Yes,5,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Transfer (Automatic),36.14,7.562322740907913,No,0.0,3
Male,0,No,No,8,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,One Year,No,Mailed Check,48.59,7.524566622924873,No,0.0,3
Female,0,No,No,10,Yes,No,Dsl,Yes,Yes,No,No,Yes,No,Month-To-Month,No,Bank Transfer (Automatic),96.72,8.74324132035777,No,0.0,3
Male,0,Yes,Yes,1,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,Month-To-Month,No,Credit Card (Automatic),54.73,6.930093903603365,Yes,1.0,2
Male,1,No,No,28,Yes,Yes,Dsl,Yes,Yes,Yes,No,No,No,Month-To-Month,No,Mailed Check,109.27,7.359524924966075,Yes,1.0,3
Male,0,Yes,Yes,50,Yes,No,Dsl,No,Yes,No,No,No,Yes,One Year,No,Bank Transfer (Automatic),47.69,7.496979798564483,No,0.0,2
Female,0,Yes,No,68,Yes,Yes,Dsl,No,No,Yes,No,Yes,Yes,One Year,Yes,Electronic Check,32.83,7.448217371876434,No,0.0,3
Female,0,Yes,No,22,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,Two Year,No,Mailed Check,26.0,4.26507138131118,No,0.0,2
Male,0,Yes,Yes,6,Yes,No,Dsl,Yes,No,No,No,Yes,Yes,Month-To-Month,No,Bank Transfer (Automatic),119.21,7.874176229132971,Yes,1.0,3
Female,0,Yes,No,55,Yes,No,Dsl,Yes,Yes,Yes,Yes,No,Yes,Month-To-Month,Yes,Electronic Check,29.6,7.015290428409031,Yes,1.0,5
Female,0,No,No,61,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,One Year,No,Electronic Check,56.15,6.769676419428122,No,0.0,2
Female,0,Yes,No,14,Yes,Yes,Dsl,No,No,Yes,No,No,Yes,Two Year,Yes,Electronic Check,104.71,8.161172319240212,No,0.0,2
Female,0,No,Yes,52,Yes,No,Dsl,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Transfer (Automatic),42.67,7.656956652843756,No,0.0,3
Female,0,Yes,Yes,42,Yes,Yes,Dsl,No,No,Yes,Yes,No,Yes,Month-To-Month,Yes,Mailed Check,26.48,7.389353925446598,Yes,1.0,3
Male,1,No,Yes,34,Yes,No,Fiber Optic,No,No,Yes,No,No,Yes,One Year,Yes,Electronic Check,74.16,6.170865175474273,No,0.0,2
Female,0,Yes,Yes,13,No,No,No,No,Yes,No,Yes,Yes,No,Month-To-Month,Yes,Mailed Check,23.49,5.21520745982503,No,0.0,3
Male,1,No,Yes,68,Yes,No,Dsl,No,No,No,No,Yes,Yes,One Year,No,Bank Transfer (Automatic),91.96,8.776901624591547,No,0.0,2
Male,1,Yes,No,48,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,80.03,8.603829498075784,Yes,1.0,2
Female,0,Yes,Yes,17,Yes,Yes,No,No,Yes,Yes,No,No,No,Month-To-Month,No,Bank Transfer (Automatic),43.17,7.707341393497809,No,0.0,2
Male,0,No,Yes,50,No,Yes,Dsl,No,No,No,Yes,No,No,Month-To-Month,No,Mailed Check,69.13,7.9531144593445084,Yes,1.0,1
Male,0,No,No,0,Yes,No,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Mailed Check,20.67,7.199484152079532,Yes,1.0,3
Male,0,No,No,26,Yes,No,No,No,Yes,Yes,No,Yes,No,Month-To-Month,No,Electronic Check,74.2,8.300481411842187,Yes,1.0,3
Female,0,No,Yes,63,Yes,Yes,Dsl,No,Yes,No,Yes,Yes,Yes,Two Year,No,Electronic Check,97.49,8.369384359493571,No,0.0,4
Female,0,No,No,59,Yes,No,Dsl,No,Yes,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,25.83,7.323863547188782,No,0.0,2
Male,1,No,No,40,No,No,No,Yes,No,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,42.55,6.986899121258725,Yes,1.0,2
Female,0,Yes,No,20,Yes,No,Dsl,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Electronic Check,82.37,5.624991760689139,No,0.0,4
Female,0,Yes,Yes,13,Yes,Yes,Dsl,Yes,Yes,No,No,No,Yes,One Year,Yes,Mailed Check,24.8,6.134482053942907,No,0.0,3
Female,0,Yes,No,19,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Month-To-Month,No,Credit Card (Automatic),101.53,8.792915530517199,Yes,1.0,4
Female,1,No,No,10,Yes,Yes,Dsl,Yes,Yes,Yes,No,Yes,Yes,Month-To-Month,No,Electronic Check,52.45,8.077062101599155,Yes,1.0,5
Male,0,No,Yes,65,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Month-To-Month,No,Mailed Check,41.1,6.893007056633229,Yes,1.0,4
Male,1,No,No,23,Yes,No,Dsl,Yes,Yes,No,No,No,Yes,Month-To-Month,No,Electronic Check,105.18,8.565606141592273,Yes,1.0,3
Female,0,Yes,No,36,No,No,Dsl,No,Yes,No,No,Yes,Yes,Month-To-Month,No,Mailed Check,85.43,8.703005315751573,No,0.0,3
Female,0,No,Yes,23,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Transfer (Automatic),109.88,8.857421223342948,No,0.0,3
Male,0,Yes,Yes,14,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,One Year,No,Bank Transfer (Automatic),59.07,7.921916546514045,Yes,1.0,1
