Gender,Seniorcitizen,Partner,Dependents,Tenure,Phoneservice,Multiplelines,Internetservice,Onlinesecurity,Onlinebackup,Deviceprotection,Techsupport,Streamingtv,Streamingmovies,Contract,Paperlessbilling,Paymentmethod,Monthlycharges,Totalcharges,Num_Internet_Services
Male,0,No,No,31,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Month-To-Month,No,Electronic Check,110.12,8.88591824033665,1
Male,0,Yes,Yes,61,Yes,No,Fiber Optic,No,No,Yes,No,Yes,No,One Year,Yes,Electronic Check,105.18,8.671675816143692,2
Female,0,No,No,42,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Credit Card (Automatic),61.13,7.885351812381847,4
Male,1,No,Yes,12,Yes,No,Dsl,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Electronic Check,46.9,7.246809892681353,4
Female,0,Yes,Yes,59,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,One Year,No,Credit Card (Automatic),91.89,8.305941154944767,2
Male,0,Yes,Yes,19,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),90.74,7.814185555964158,0
Male,0,No,No,60,Yes,No,No,No,No,No,No,Yes,Yes,Month-To-Month,No,Credit Card (Automatic),119.4,8.283847777617432,2
Male,0,No,No,53,Yes,Yes,Dsl,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),38.14,7.266610843638389,5
Male,1,No,Yes,35,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),75.57,7.078341579557671,1
Male,0,Yes,Yes,31,Yes,No,Dsl,No,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,34.32,7.5518435092528975,3
Female,0,Yes,No,35,Yes,No,Dsl,Yes,No,Yes,No,No,No,One Year,Yes,Mailed Check,69.15,7.684760954752797,2
Male,0,No,Yes,4,Yes,Yes,Dsl,Yes,No,Yes,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),112.09,8.992907980894838,2
Female,0,No,No,39,Yes,Yes,No,No,No,No,Yes,No,No,Two Year,Yes,Bank Transfer (Automatic),69.79,8.356963404536986,1
Female,0,Yes,Yes,1,Yes,No,No,No,No,No,Yes,Yes,No,One Year,No,Bank Transfer (Automatic),36.08,7.174395006004669,2
Male,0,Yes,No,15,Yes,Yes,Dsl,No,No,No,No,No,Yes,One Year,No,Mailed Check,65.85,7.465134281462831,1
Female,0,No,Yes,20,Yes,No,Dsl,No,No,Yes,No,No,Yes,Month-To-Month,Yes,Electronic Check,109.78,8.73131537225994,2
Female,0,No,No,8,Yes,No,No,No,Yes,No,Yes,Yes,No,Month-To-Month,No,Bank Transfer (Automatic),53.02,8.144414997610358,3
Female,0,No,Yes,6,Yes,Yes,Dsl,Yes,Yes,Yes,No,No,Yes,Month-To-Month,Yes,Electronic Check,21.45,6.745883199055592,4
Male,0,No,No,26,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Transfer (Automatic),117.52,8.052382455729694,4
Female,0,No,No,28,Yes,No,Dsl,No,Yes,No,No,No,No,Month-To-Month,No,Bank Transfer (Automatic),100.53,8.77872018239116,1
Female,0,Yes,Yes,70,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Transfer (Automatic),113.08,8.387289496446776,4
Male,0,Yes,Yes,6,Yes,Yes,Dsl,Yes,No,Yes,No,Yes,Yes,Month-To-Month,No,Electronic Check,92.85,5.432979369791433,4
Female,0,No,Yes,27,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,Month-To-Month,Yes,Bank Transfer (Automatic),54.29,5.71771825239468,1
Male,0,Yes,Yes,50,Yes,No,Dsl,No,Yes,No,No,No,No,Month-To-Month,No,Credit Card (Automatic),60.05,8.130871669955251,1
Female,0,No,Yes,2,Yes,No,Dsl,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Electronic Check,116.24,8.470242035234566,4
Male,0,Yes,Yes,71,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Two Year,Yes,Mailed Check,110.67,5.907076997597718,4
Female,0,No,Yes,30,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),85.5,8.697427571571637,1
Male,0,No,No,21,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,58.88,8.066756867663031,5
Male,0,Yes,Yes,26,Yes,No,Dsl,No,Yes,No,No,No,No,Month-To-Month,No,Electronic Check,84.8,8.170799499524954,1
Female,0,No,No,69,Yes,No,Dsl,Yes,Yes,No,Yes,No,No,Month-To-Month,Yes,Mailed Check,105.66,8.794296000278113,3
Female,1,No,Yes,59,Yes,Yes,Dsl,No,No,No,No,No,Yes,Month-To-Month,No,Electronic Check,81.01,8.545685405637476,1
Male,0,Yes,Yes,10,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Month-To-Month,Yes,Electronic Check,30.35,7.551906524203215,2
Female,0,Yes,Yes,57,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,90.71,7.775683155377496,4
Female,0,Yes,Yes,46,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,No,Month-To-Month,Yes,Electronic Check,102.66,8.366586557366475,5
Male,0,Yes,No,42,Yes,Yes,Dsl,No,Yes,No,No,No,No,Month-To-Month,No,Electronic Check,37.69,6.30909976151491,1
Female,0,No,Yes,26,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,No,Electronic Check,33.7,7.523664980200434,2
Male,0,Yes,No,34,Yes,Yes,No,Yes,Yes,No,No,No,No,Month-To-Month,Yes,Electronic Check,76.83,8.610847455494026,2
Male,0,Yes,Yes,34,Yes,No,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Electronic Check,55.43,7.449428194918232,5
Male,0,Yes,No,25,Yes,No,Fiber Optic,No,No,Yes,No,No,Yes,One Year,Yes,Bank Transfer (Automatic),48.14,7.019761661861066,2
Female,0,Yes,Yes,15,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Electronic Check,50.42,7.661494139639474,4
Female,1,Yes,No,11,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Mailed Check,21.63,7.112058459882479,4
Male,1,No,No,1,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Month-To-Month,Yes,Mailed Check,28.11,7.519144531719129,4
Male,0,No,No,32,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,No,One Year,Yes,Electronic Check,89.03,7.12524286544019,3
Female,0,Yes,Yes,68,Yes,No,Dsl,Yes,No,No,No,No,Yes,Two Year,Yes,Electronic Check,91.12,6.534341011039107,2
Female,0,Yes,No,30,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Month-To-Month,Yes,Bank Transfer (Automatic),24.41,6.400822069931491,1
Female,0,No,No,7,No,No,Dsl,Yes,No,No,Yes,No,Yes,Month-To-Month,Yes,Credit Card (Automatic),49.21,7.989028104273544,3
Male,1,Yes,No,6,Yes,No,Fiber Optic,Yes,No,No,No,Yes,Yes,Month-To-Month,No,Bank Transfer (Automatic),75.25,6.313801637308577,3
Female,0,No,Yes,29,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,No,Two Year,Yes,Electronic Check,53.03,8.161563415384906,3
Female,0,No,Yes,61,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Two Year,Yes,Mailed Check,78.94,8.179440935920294,4
Female,0,Yes,Yes,48,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,92.0,8.610716320851344,1
Male,0,Yes,No,68,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Month-To-Month,No,Credit Card (Automatic),98.01,7.265954061289212,5
Female,0,No,No,28,No,No,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,Yes,Mailed Check,60.67,7.472068587698614,1
Male,1,No,Yes,45,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Two Year,No,Electronic Check,27.56,7.367721198557287,1
Male,0,No,No,61,Yes,No,Fiber Optic,No,No,No,Yes,No,No,Two Year,Yes,Bank Transfer (Automatic),73.01,8.038192408899214,1
Male,0,Yes,Yes,41,Yes,Yes,Dsl,No,No,Yes,No,No,Yes,Month-To-Month,Yes,Mailed Check,86.6,7.219942141508696,2
Male,0,Yes,No,27,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,119.59,6.490010078232158,3
Female,0,Yes,No,1,Yes,No,Dsl,Yes,No,No,No,No,No,One Year,No,Electronic Check,105.79,8.416214174071431,1
Female,0,Yes,No,22,Yes,Yes,No,No,No,Yes,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),115.97,8.699102996785541,1
Female,0,No,Yes,6,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,One Year,Yes,Credit Card (Automatic),89.24,7.441437684891055,4
Female,0,Yes,Yes,48,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Month-To-Month,No,Credit Card (Automatic),74.61,5.506387888364725,3
Female,0,Yes,Yes,34,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,57.31,5.775730973968785,2
Male,0,Yes,Yes,21,Yes,Yes,Dsl,No,Yes,No,Yes,Yes,Yes,Month-To-Month,No,Bank Transfer (Automatic),86.03,7.663238557124453,4
Male,0,Yes,No,55,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),92.94,8.76579550078081,4
Female,0,No,No,61,Yes,No,Dsl,No,No,Yes,No,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),22.92,7.064895770578833,3
Male,0,Yes,Yes,32,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Month-To-Month,No,Bank Transfer (Automatic),112.89,8.925054093982244,4
Female,0,No,No,47,Yes,Yes,No,No,Yes,No,No,No,No,Month-To-Month,Yes,Electronic Check,37.26,7.721636691686566,1
Male,0,No,Yes,46,Yes,No,Fiber Optic,No,Yes,No,No,Yes,Yes,One Year,Yes,Mailed Check,93.88,7.928445665034545,3
Male,0,Yes,Yes,29,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Transfer (Automatic),73.52,7.925710504632439,5
Male,1,Yes,Yes,27,Yes,No,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Month-To-Month,Yes,Credit Card (Automatic),51.32,8.178287997553321,4
Female,0,Yes,No,17,Yes,No,Fiber Optic,No,No,No,Yes,No,No,Month-To-Month,No,Credit Card (Automatic),97.52,8.661567091043828,1
Female,0,Yes,Yes,18,No,Yes,No,No,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,51.24,8.083887094779344,3
Male,0,No,Yes,4,Yes,Yes,Dsl,Yes,No,No,No,No,No,One Year,Yes,Credit Card (Automatic),62.96,8.417538588256054,1
Female,0,No,No,29,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Month-To-Month,Yes,Credit Card (Automatic),116.29,7.904600587502551,4
Female,0,No,No,33,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Two Year,Yes,Electronic Check,93.71,8.129033477464427,3
Female,1,No,No,56,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,One Year,No,Electronic Check,89.47,7.80057674966636,4
Female,0,Yes,Yes,21,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,Month-To-Month,Yes,Bank Transfer (Automatic),106.87,8.084411355737613,2
Male,1,No,Yes,48,Yes,No,Dsl,No,Yes,Yes,No,Yes,Yes,Two Year,No,Mailed Check,65.52,6.916298679979431,4
Female,0,No,Yes,16,Yes,No,Fiber Optic,No,No,Yes,Yes,Yes,No,Two Year,Yes,Electronic Check,59.04,6.64668917154408,3
Female,0,Yes,No,34,Yes,No,Fiber Optic,No,No,Yes,No,No,No,One Year,No,Bank Transfer (Automatic),60.97,7.676538549243514,1
Male,1,No,Yes,25,Yes,No,Dsl,No,No,Yes,Yes,No,No,Two Year,No,Electronic Check,72.93,8.406232580007659,2
Female,0,Yes,Yes,15,Yes,Yes,Dsl,No,No,No,Yes,No,No,One Year,Yes,Electronic Check,46.07,5.739535644362019,1
Female,0,No,No,28,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),83.6,8.662466872734454,3
Female,0,Yes,Yes,11,Yes,No,Dsl,No,Yes,No,No,Yes,No,Month-To-Month,Yes,Bank Transfer (Automatic),50.82,6.715031809387233,2
Male,0,No,No,32,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Month-To-Month,No,Credit Card (Automatic),21.7,6.588953987471486,4
Female,0,No,Yes,4,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,One Year,Yes,Mailed Check,55.97,5.609618304598452,4
Male,0,No,No,4,No,Yes,Dsl,Yes,Yes,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,63.51,8.121215930994763,3
Male,1,No,Yes,58,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Electronic Check,68.47,8.2512256429111,5
Male,0,Yes,Yes,52,No,No,Dsl,Yes,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,91.49,8.275088508648887,2
Female,0,Yes,Yes,41,Yes,Yes,Dsl,No,No,No,No,Yes,Yes,Month-To-Month,No,Bank Transfer (Automatic),55.81,8.26955969447332,2
Female,1,Yes,No,55,Yes,No,Fiber Optic,No,Yes,No,Yes,No,Yes,Month-To-Month,No,Credit Card (Automatic),64.07,7.640257779020141,3
Female,1,No,No,43,Yes,No,Fiber Optic,No,No,No,No,No,No,One Year,Yes,Mailed Check,40.07,7.142993395288972,0
Female,0,Yes,No,25,Yes,Yes,Dsl,No,No,Yes,No,No,Yes,Month-To-Month,Yes,Credit Card (Automatic),82.44,8.435794398007266,2
Male,0,Yes,No,58,Yes,No,Fiber Optic,No,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card (Automatic),85.25,8.481727658738922,3
Male,0,Yes,No,64,No,No,Fiber Optic,No,Yes,No,No,Yes,No,Two Year,Yes,Electronic Check,105.84,8.739765379533578,2
Male,0,No,No,34,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,One Year,No,Credit Card (Automatic),60.25,8.261575517440496,4
Female,0,No,Yes,27,Yes,No,Dsl,No,Yes,No,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,61.9,7.545897020505353,4
Male,0,No,Yes,55,Yes,Yes,Dsl,Yes,No,No,Yes,No,Yes,Month-To-Month,No,Mailed Check,110.91,7.661936409337095,3
Male,0,No,Yes,35,Yes,No,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),119.7,8.630787912761088,3
Female,0,No,No,0,Yes,No,Dsl,No,Yes,Yes,No,Yes,No,Month-To-Month,No,Electronic Check,71.01,8.538602370653736,3
Male,0,No,Yes,55,Yes,Yes,Dsl,No,Yes,No,Yes,Yes,Yes,Month-To-Month,No,Electronic Check,30.2,7.031847260211914,4
Female,0,Yes,No,10,Yes,No,Fiber Optic,No,No,Yes,Yes,No,Yes,Two Year,Yes,Electronic Check,71.18,7.971503483923664,3
Male,0,No,Yes,54,Yes,No,Dsl,Yes,Yes,No,No,No,No,Two Year,Yes,Mailed Check,64.93,6.44209420717052,2
Male,1,No,No,10,Yes,No,Dsl,No,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Mailed Check,32.27,7.698963397992984,3
Male,1,Yes,Yes,62,Yes,Yes,Dsl,No,No,Yes,No,No,Yes,Month-To-Month,Yes,Mailed Check,83.29,7.810145849683535,2
Male,0,No,Yes,4,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,One Year,No,Mailed Check,116.23,8.891944764168455,3
Male,0,No,Yes,12,Yes,Yes,Dsl,No,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),90.76,8.247340558976333,3
Female,0,No,No,7,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-To-Month,No,Bank Transfer (Automatic),42.38,7.387251213411218,3
Female,0,Yes,No,22,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Month-To-Month,Yes,Electronic Check,68.52,7.48344687026928,1
Male,0,Yes,No,59,Yes,Yes,Dsl,No,No,No,No,Yes,No,Month-To-Month,No,Electronic Check,113.51,7.580026055954429,1
Male,1,Yes,Yes,11,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,Two Year,Yes,Electronic Check,115.05,6.184355055251171,2
Female,0,No,No,45,Yes,No,Dsl,No,Yes,Yes,No,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),96.43,8.264056818687786,3
Male,0,No,Yes,21,Yes,No,Dsl,Yes,No,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,94.35,8.267508006625647,2
Female,1,Yes,No,25,Yes,Yes,Dsl,No,Yes,Yes,No,Yes,No,One Year,No,Electronic Check,62.41,8.345206050121341,3
Male,0,No,Yes,38,Yes,Yes,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),62.33,7.988061020667604,0
Male,0,No,No,19,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,One Year,No,Electronic Check,39.38,6.679360463885226,3
Male,0,Yes,Yes,19,Yes,No,Fiber Optic,No,No,Yes,Yes,Yes,Yes,One Year,No,Electronic Check,61.15,7.666043923872868,4
Female,0,No,No,1,No,Yes,Dsl,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card (Automatic),39.48,5.945917867152002,5
Female,0,No,No,66,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Month-To-Month,No,Mailed Check,21.93,6.106465939802488,3
Male,1,No,No,41,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-To-Month,No,Electronic Check,69.27,8.437407284099999,3
Female,0,No,Yes,67,Yes,Yes,Dsl,Yes,Yes,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,115.11,8.171387533613949,3
Female,0,No,No,50,Yes,Yes,No,No,No,No,Yes,Yes,No,One Year,Yes,Electronic Check,117.28,8.020208011959987,2
Female,0,Yes,No,8,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card (Automatic),48.56,6.763723232676042,5
Male,0,Yes,Yes,26,No,No,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Mailed Check,112.24,7.970926901110228,4
Female,0,No,Yes,15,Yes,No,Dsl,No,Yes,No,No,Yes,Yes,One Year,Yes,Electronic Check,35.25,7.594139643162693,3
Female,0,Yes,Yes,58,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,One Year,Yes,Bank Transfer (Automatic),58.55,8.291386096015787,2
Male,1,No,No,3,Yes,No,Fiber Optic,No,No,Yes,No,Yes,No,Month-To-Month,Yes,Electronic Check,117.3,7.39953874622074,2
Female,0,Yes,No,36,Yes,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Bank Transfer (Automatic),92.85,8.339204633608885,2
Male,0,Yes,Yes,13,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,One Year,No,Electronic Check,63.79,7.651913964230645,4
Male,0,Yes,Yes,53,Yes,No,Fiber Optic,No,Yes,No,Yes,No,No,Two Year,No,Electronic Check,100.96,8.12434317735565,2
Female,0,No,No,42,No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Month-To-Month,No,Electronic Check,73.18,7.584178388624628,2
Male,0,No,No,70,Yes,Yes,No,No,Yes,No,No,No,Yes,One Year,Yes,Electronic Check,84.48,8.372659783683906,2
Female,0,No,No,27,Yes,No,Fiber Optic,No,Yes,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,107.91,8.054846572303466,2
Female,1,No,No,43,Yes,Yes,Fiber Optic,No,No,No,No,No,No,One Year,No,Electronic Check,23.93,6.93839117085724,0
Female,0,Yes,No,23,Yes,No,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Month-To-Month,No,Mailed Check,43.94,7.7151414446861555,4
Male,0,Yes,Yes,14,Yes,No,Fiber Optic,No,No,Yes,No,No,No,One Year,No,Mailed Check,57.47,8.195587498079735,1
Male,0,Yes,No,47,No,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Electronic Check,48.59,7.699484553519852,4
Male,0,Yes,Yes,38,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,109.27,7.740755702097079,5
Male,0,Yes,Yes,61,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Month-To-Month,No,Electronic Check,89.18,8.653380055154415,4
Male,1,Yes,No,57,No,Yes,Dsl,Yes,Yes,No,No,No,Yes,One Year,No,Bank Transfer (Automatic),47.27,8.106767801425487,3
Male,0,Yes,No,36,Yes,No,Dsl,No,No,No,No,Yes,No,Month-To-Month,Yes,Credit Card (Automatic),53.92,8.156378260975938,1
Male,0,Yes,Yes,31,Yes,No,Fiber Optic,No,Yes,No,Yes,No,No,Month-To-Month,No,Mailed Check,28.2,7.538835548125864,2
Female,0,No,No,63,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,80.3,8.499328564982658,2
Male,1,No,Yes,6,Yes,No,Fiber Optic,No,Yes,No,Yes,No,No,Month-To-Month,No,Bank Transfer (Automatic),25.54,7.233520398459662,2
Male,0,No,No,44,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Month-To-Month,Yes,Mailed Check,95.46,7.956238507559564,2
Male,0,No,No,18,Yes,No,Fiber Optic,No,No,No,Yes,Yes,Yes,Two Year,Yes,Electronic Check,60.89,8.254406637797233,3
Male,0,No,Yes,61,Yes,No,Fiber Optic,No,No,No,Yes,No,No,One Year,Yes,Bank Transfer (Automatic),65.08,8.350489045517358,1
Female,0,No,Yes,30,Yes,No,Dsl,Yes,Yes,No,No,Yes,No,Two Year,No,Mailed Check,102.44,7.315351448099255,3
Female,0,Yes,Yes,6,Yes,Yes,Dsl,No,Yes,No,No,Yes,Yes,Month-To-Month,No,Electronic Check,55.68,8.236123873098403,3
Female,0,No,No,2,No,Yes,Dsl,Yes,Yes,No,Yes,Yes,No,Two Year,Yes,Electronic Check,119.67,7.263714967186462,4
Male,0,No,No,13,Yes,No,No,No,Yes,No,Yes,No,Yes,Month-To-Month,No,Bank Transfer (Automatic),64.86,5.595788865819517,3
Male,0,No,No,65,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,One Year,Yes,Credit Card (Automatic),80.8,8.22688367024217,5
Male,0,No,No,16,Yes,No,Dsl,Yes,Yes,No,Yes,No,Yes,One Year,Yes,Electronic Check,110.16,8.93849490259874,4
Male,0,Yes,Yes,32,Yes,Yes,Dsl,Yes,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,57.16,7.2899312891123484,1
Male,1,No,Yes,18,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Two Year,No,Electronic Check,35.06,4.875731531631455,4
Female,1,Yes,No,60,Yes,No,Dsl,No,Yes,No,No,No,Yes,Month-To-Month,Yes,Mailed Check,96.12,4.848430040887125,2
Female,0,No,No,6,Yes,No,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),73.63,8.462973514080682,4
Male,0,Yes,No,17,Yes,Yes,No,Yes,No,No,No,No,No,One Year,No,Electronic Check,102.58,6.168815437248516,1
Male,0,Yes,No,58,Yes,Yes,Dsl,No,Yes,No,No,Yes,No,One Year,No,Mailed Check,91.11,7.662030484041887,2
Male,0,Yes,Yes,65,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Transfer (Automatic),90.24,8.274275412402575,5
Female,0,Yes,Yes,5,Yes,No,Dsl,No,Yes,No,No,Yes,Yes,Month-To-Month,No,Bank Transfer (Automatic),92.82,8.255916735070894,3
Female,0,Yes,Yes,24,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Month-To-Month,No,Electronic Check,110.29,8.17894177298932,4
Female,0,No,Yes,41,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Two Year,Yes,Mailed Check,99.34,8.732036793248428,1
Female,0,Yes,No,66,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Mailed Check,44.76,7.542091504537236,4
Female,0,No,No,24,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,No,Month-To-Month,No,Bank Transfer (Automatic),64.56,7.931626061522917,3
Male,0,No,No,22,Yes,No,Dsl,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Electronic Check,79.48,7.256332524883253,4
Female,1,Yes,Yes,26,Yes,No,Dsl,Yes,No,No,No,No,Yes,One Year,Yes,Electronic Check,57.02,8.315304643561705,2
Female,0,Yes,No,30,Yes,Yes,Dsl,No,Yes,No,No,Yes,No,One Year,Yes,Electronic Check,115.21,8.259590174200454,2
Male,0,Yes,Yes,51,Yes,Yes,No,No,Yes,No,No,No,No,Month-To-Month,Yes,Mailed Check,56.71,8.144716918584836,1
Male,1,No,No,67,Yes,Yes,Dsl,No,Yes,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Mailed Check,52.54,6.7488298849944925,5
Female,0,Yes,No,34,Yes,No,No,Yes,No,Yes,Yes,No,No,One Year,No,Electronic Check,20.5,4.864298451021812,3
Female,0,Yes,Yes,32,Yes,Yes,Dsl,No,No,Yes,No,Yes,No,Two Year,Yes,Credit Card (Automatic),33.71,7.343574989104049,2
Male,0,Yes,Yes,13,No,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Month-To-Month,No,Electronic Check,46.55,6.325558958943231,4
Female,0,Yes,Yes,55,Yes,No,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,113.08,8.396908529300003,3
Male,0,No,No,69,Yes,No,No,No,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Mailed Check,45.89,7.333526155763484,3
Male,0,No,No,30,Yes,Yes,Dsl,Yes,Yes,Yes,No,No,No,One Year,Yes,Mailed Check,106.88,8.676097696745716,3
Female,0,No,No,65,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),118.11,7.78965330410094,4
Female,0,No,Yes,1,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Month-To-Month,No,Mailed Check,24.9,5.061961921261596,3
Female,0,No,Yes,31,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-To-Month,No,Mailed Check,107.76,8.362782477783119,2
Male,0,Yes,Yes,52,Yes,No,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-To-Month,No,Electronic Check,64.61,7.962837047272153,3
Male,0,No,Yes,28,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),56.62,8.050897877860772,4
Female,1,No,Yes,36,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Two Year,No,Electronic Check,74.42,6.312406090145492,4
Female,0,No,Yes,44,Yes,No,No,No,No,No,Yes,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),21.27,6.979694472463222,1
